year,month,Country,Port,HL,port call
2009,1,Fiji,Lautoka Harbor,Cargo,12
2009,1,Fiji,Lautoka Harbor,Tanker,4
2009,1,Fiji,Levuka,Tanker,1
2009,1,Fiji,Malai,Tanker,1
2009,1,Fiji,Suva Harbor,Cargo,17
2009,1,Fiji,Suva Harbor,Passenger,2
2009,1,Fiji,Suva Harbor,Tanker,2
2009,1,Kiribati,Kiribati,Cargo,2
2009,1,Kiribati,Tarawa Atoll,Tanker,1
2009,1,Marshall Islands,Ebeye,Cargo,2
2009,1,Marshall Islands,Kwajalein,Cargo,2
2009,1,Marshall Islands,Majuro Atoll,Cargo,7
2009,1,Marshall Islands,Majuro Atoll,Fishing,4
2009,1,Marshall Islands,Majuro Atoll,Tanker,2
2009,1,Micronesia,Colonia,Cargo,2
2009,1,Micronesia,Colonia,Tanker,1
2009,1,Micronesia,Lele Harbor,Cargo,1
2009,1,Micronesia,Moen,Tanker,2
2009,1,Micronesia,Pornpei Harbor,Cargo,2
2009,1,Nauru,Nauru,Cargo,1
2009,1,Nauru,Nauru,Tanker,1
2009,1,Palau,Malakal Harbor,Cargo,2
2009,1,Palau,Malakal Harbor,Tanker,1
2009,1,Papua New Guinea,Alotoa,Cargo,6
2009,1,Papua New Guinea,Alotoa,Tanker,1
2009,1,Papua New Guinea,Buka,Cargo,2
2009,1,Papua New Guinea,Daru,Cargo,2
2009,1,Papua New Guinea,Kavieng Harbor,Cargo,3
2009,1,Papua New Guinea,Kieta,Cargo,2
2009,1,Papua New Guinea,Kimbe,Cargo,8
2009,1,Papua New Guinea,Kimbe,Tanker,1
2009,1,Papua New Guinea,Lae,Cargo,40
2009,1,Papua New Guinea,Lae,Tanker,3
2009,1,Papua New Guinea,Madang,Cargo,10
2009,1,Papua New Guinea,Madang,Passenger,1
2009,1,Papua New Guinea,Madang,Tanker,2
2009,1,Papua New Guinea,Oro Bay,Cargo,2
2009,1,Papua New Guinea,Oro Bay,Tanker,1
2009,1,Papua New Guinea,Port Moresby,Cargo,42
2009,1,Papua New Guinea,Port Moresby,Tanker,7
2009,1,Papua New Guinea,Put Put,Cargo,4
2009,1,Papua New Guinea,Put Put,Tanker,1
2009,1,Papua New Guinea,Rabaul,Cargo,13
2009,1,Papua New Guinea,Rabaul,Fishing,1
2009,1,Papua New Guinea,Rabaul,Tanker,1
2009,1,Papua New Guinea,Vanimo,Cargo,5
2009,1,Papua New Guinea,Wewak Harbor,Cargo,8
2009,1,Papua New Guinea,Wewak Harbor,Fishing,2
2009,1,Samoa,Apia,Cargo,6
2009,1,Solomon Islands,Honiara,Cargo,12
2009,1,Solomon Islands,Honiara,Fishing,8
2009,1,Solomon Islands,Honiara,Passenger,1
2009,1,Solomon Islands,Port Noro,Cargo,6
2009,1,Solomon Islands,Seghe,Cargo,1
2009,1,Tonga,Nuku Alofa,Cargo,2
2009,1,Tonga,Nuku Alofa,Tanker,1
2009,1,Vanuatu,Luganville,Cargo,3
2009,1,Vanuatu,Luganville,Tanker,1
2009,1,Vanuatu,Port Vila,Cargo,5
2009,1,Vanuatu,Port Vila,Passenger,8
2009,1,Vanuatu,Port Vila,Tanker,4
2009,2,Fiji,Lautoka Harbor,Cargo,10
2009,2,Fiji,Lautoka Harbor,Passenger,1
2009,2,Fiji,Lautoka Harbor,Tanker,6
2009,2,Fiji,Malai,Tanker,1
2009,2,Fiji,Suva Harbor,Cargo,10
2009,2,Fiji,Suva Harbor,Fishing,1
2009,2,Fiji,Suva Harbor,Passenger,2
2009,2,Fiji,Suva Harbor,Tanker,2
2009,2,Kiribati,Tarawa Atoll,Tanker,1
2009,2,Marshall Islands,Ebeye,Cargo,2
2009,2,Marshall Islands,Kwajalein,Cargo,2
2009,2,Marshall Islands,Majuro Atoll,Cargo,4
2009,2,Marshall Islands,Majuro Atoll,Fishing,4
2009,2,Marshall Islands,Majuro Atoll,Tanker,1
2009,2,Micronesia,Colonia,Tanker,1
2009,2,Micronesia,Moen,Cargo,2
2009,2,Micronesia,Moen,Tanker,1
2009,2,Micronesia,Pornpei Harbor,Cargo,3
2009,2,Micronesia,Pornpei Harbor,Tanker,1
2009,2,Nauru,Nauru,Cargo,1
2009,2,Nauru,Nauru,Tanker,1
2009,2,Palau,Malakal Harbor,Cargo,3
2009,2,Palau,Malakal Harbor,Fishing,1
2009,2,Palau,Malakal Harbor,Tanker,1
2009,2,Papua New Guinea,Alotoa,Cargo,7
2009,2,Papua New Guinea,Alotoa,Tanker,1
2009,2,Papua New Guinea,Buka,Cargo,2
2009,2,Papua New Guinea,Daru,Cargo,2
2009,2,Papua New Guinea,Kavieng Harbor,Cargo,3
2009,2,Papua New Guinea,Kieta,Cargo,1
2009,2,Papua New Guinea,Kimbe,Cargo,4
2009,2,Papua New Guinea,Kimbe,Tanker,1
2009,2,Papua New Guinea,Lae,Cargo,32
2009,2,Papua New Guinea,Lae,Tanker,3
2009,2,Papua New Guinea,Madang,Cargo,7
2009,2,Papua New Guinea,Madang,Tanker,1
2009,2,Papua New Guinea,Oro Bay,Cargo,5
2009,2,Papua New Guinea,Oro Bay,Tanker,1
2009,2,Papua New Guinea,Port Moresby,Cargo,33
2009,2,Papua New Guinea,Port Moresby,Tanker,5
2009,2,Papua New Guinea,Put Put,Cargo,2
2009,2,Papua New Guinea,Put Put,Tanker,1
2009,2,Papua New Guinea,Rabaul,Cargo,9
2009,2,Papua New Guinea,Rabaul,Passenger,2
2009,2,Papua New Guinea,Rabaul,Tanker,1
2009,2,Papua New Guinea,Vanimo,Cargo,2
2009,2,Papua New Guinea,Wewak Harbor,Cargo,8
2009,2,Papua New Guinea,Wewak Harbor,Tanker,1
2009,2,Samoa,Apia,Cargo,2
2009,2,Samoa,Apia,Passenger,2
2009,2,Solomon Islands,Honiara,Cargo,15
2009,2,Solomon Islands,Honiara,Fishing,9
2009,2,Solomon Islands,Honiara,Tanker,2
2009,2,Solomon Islands,Port Noro,Cargo,3
2009,2,Tonga,Nuku Alofa,Cargo,1
2009,2,Tonga,Nuku Alofa,Passenger,1
2009,2,Vanuatu,Luganville,Cargo,4
2009,2,Vanuatu,Luganville,Passenger,1
2009,2,Vanuatu,Port Vila,Cargo,3
2009,2,Vanuatu,Port Vila,Passenger,7
2009,3,Fiji,Lautoka Harbor,Cargo,14
2009,3,Fiji,Lautoka Harbor,Fishing,1
2009,3,Fiji,Lautoka Harbor,Passenger,2
2009,3,Fiji,Lautoka Harbor,Tanker,4
2009,3,Fiji,Malai,Cargo,1
2009,3,Fiji,Malai,Tanker,2
2009,3,Fiji,Port of Savusavu Bay,Cargo,6
2009,3,Fiji,Suva Harbor,Cargo,27
2009,3,Fiji,Suva Harbor,Tanker,5
2009,3,Kiribati,Kiribati,Cargo,1
2009,3,Kiribati,Kiribati,Fishing,1
2009,3,Kiribati,Tarawa Atoll,Cargo,2
2009,3,Kiribati,Tarawa Atoll,Tanker,4
2009,3,Marshall Islands,Ebeye,Cargo,2
2009,3,Marshall Islands,Kwajalein,Cargo,2
2009,3,Marshall Islands,Majuro Atoll,Cargo,3
2009,3,Marshall Islands,Majuro Atoll,Fishing,4
2009,3,Marshall Islands,Majuro Atoll,Tanker,1
2009,3,Micronesia,Colonia,Cargo,1
2009,3,Micronesia,Colonia,Passenger,2
2009,3,Micronesia,Colonia,Tanker,1
2009,3,Micronesia,Lele Harbor,Cargo,1
2009,3,Micronesia,Lele Harbor,Tanker,1
2009,3,Micronesia,Moen,Fishing,1
2009,3,Micronesia,Moen,Tanker,1
2009,3,Micronesia,Pornpei Harbor,Cargo,4
2009,3,Micronesia,Pornpei Harbor,Tanker,1
2009,3,Nauru,Nauru,Cargo,3
2009,3,Palau,Malakal Harbor,Cargo,3
2009,3,Palau,Malakal Harbor,Tanker,1
2009,3,Papua New Guinea,Alotoa,Cargo,5
2009,3,Papua New Guinea,Alotoa,Passenger,2
2009,3,Papua New Guinea,Alotoa,Tanker,3
2009,3,Papua New Guinea,Buka,Cargo,2
2009,3,Papua New Guinea,Daru,Cargo,1
2009,3,Papua New Guinea,Kavieng Harbor,Cargo,3
2009,3,Papua New Guinea,Kieta,Cargo,2
2009,3,Papua New Guinea,Kimbe,Cargo,5
2009,3,Papua New Guinea,Kimbe,Tanker,2
2009,3,Papua New Guinea,Lae,Cargo,38
2009,3,Papua New Guinea,Lae,Tanker,3
2009,3,Papua New Guinea,Madang,Cargo,13
2009,3,Papua New Guinea,Madang,Tanker,4
2009,3,Papua New Guinea,Oro Bay,Cargo,4
2009,3,Papua New Guinea,Oro Bay,Tanker,1
2009,3,Papua New Guinea,Port Moresby,Cargo,39
2009,3,Papua New Guinea,Port Moresby,Passenger,1
2009,3,Papua New Guinea,Port Moresby,Tanker,11
2009,3,Papua New Guinea,Put Put,Cargo,2
2009,3,Papua New Guinea,Put Put,Tanker,1
2009,3,Papua New Guinea,Rabaul,Cargo,10
2009,3,Papua New Guinea,Rabaul,Passenger,1
2009,3,Papua New Guinea,Rabaul,Tanker,2
2009,3,Papua New Guinea,Vanimo,Cargo,4
2009,3,Papua New Guinea,Wewak Harbor,Cargo,8
2009,3,Papua New Guinea,Wewak Harbor,Fishing,4
2009,3,Samoa,Apia,Cargo,6
2009,3,Samoa,Apia,Passenger,2
2009,3,Samoa,Apia,Tanker,1
2009,3,Solomon Islands,Honiara,Cargo,21
2009,3,Solomon Islands,Honiara,Fishing,7
2009,3,Solomon Islands,Honiara,Passenger,1
2009,3,Solomon Islands,Honiara,Tanker,3
2009,3,Solomon Islands,Port Noro,Cargo,4
2009,3,Solomon Islands,Rennell Island,Passenger,1
2009,3,Tonga,Nuku Alofa,Cargo,3
2009,3,Tonga,Nuku Alofa,Tanker,2
2009,3,Tuvalu,Funafuti Atoll,Cargo,3
2009,3,Tuvalu,Funafuti Atoll,Fishing,1
2009,3,Vanuatu,Port Vila,Cargo,3
2009,3,Vanuatu,Port Vila,Passenger,3
2009,3,Vanuatu,Port Vila,Tanker,3
2009,4,Fiji,Lautoka Harbor,Cargo,8
2009,4,Fiji,Lautoka Harbor,Tanker,6
2009,4,Fiji,Malai,Tanker,1
2009,4,Fiji,Port of Savusavu Bay,Cargo,5
2009,4,Fiji,Suva Harbor,Cargo,21
2009,4,Fiji,Suva Harbor,Fishing,1
2009,4,Fiji,Suva Harbor,Tanker,1
2009,4,Kiribati,Tarawa Atoll,Tanker,3
2009,4,Marshall Islands,Ebeye,Cargo,1
2009,4,Marshall Islands,Kwajalein,Cargo,2
2009,4,Marshall Islands,Majuro Atoll,Cargo,4
2009,4,Marshall Islands,Majuro Atoll,Fishing,3
2009,4,Marshall Islands,Majuro Atoll,Tanker,2
2009,4,Micronesia,Colonia,Cargo,1
2009,4,Micronesia,Colonia,Passenger,1
2009,4,Micronesia,Lele Harbor,Cargo,1
2009,4,Micronesia,Lele Harbor,Tanker,1
2009,4,Micronesia,Moen,Passenger,1
2009,4,Micronesia,Pornpei Harbor,Cargo,4
2009,4,Micronesia,Pornpei Harbor,Fishing,3
2009,4,Micronesia,Pornpei Harbor,Tanker,1
2009,4,Nauru,Nauru,Cargo,2
2009,4,Palau,Malakal Harbor,Cargo,2
2009,4,Palau,Malakal Harbor,Tanker,1
2009,4,Papua New Guinea,Alotoa,Cargo,6
2009,4,Papua New Guinea,Alotoa,Tanker,1
2009,4,Papua New Guinea,Buka,Cargo,1
2009,4,Papua New Guinea,Kavieng Harbor,Cargo,3
2009,4,Papua New Guinea,Kavieng Harbor,Tanker,1
2009,4,Papua New Guinea,Kieta,Cargo,2
2009,4,Papua New Guinea,Kimbe,Cargo,6
2009,4,Papua New Guinea,Kimbe,Tanker,2
2009,4,Papua New Guinea,Lae,Cargo,32
2009,4,Papua New Guinea,Lae,Tanker,3
2009,4,Papua New Guinea,Madang,Cargo,12
2009,4,Papua New Guinea,Madang,Tanker,3
2009,4,Papua New Guinea,Oro Bay,Cargo,3
2009,4,Papua New Guinea,Oro Bay,Tanker,3
2009,4,Papua New Guinea,Port Moresby,Cargo,26
2009,4,Papua New Guinea,Port Moresby,Tanker,6
2009,4,Papua New Guinea,Put Put,Cargo,5
2009,4,Papua New Guinea,Put Put,Tanker,2
2009,4,Papua New Guinea,Rabaul,Cargo,8
2009,4,Papua New Guinea,Rabaul,Tanker,1
2009,4,Papua New Guinea,Vanimo,Cargo,5
2009,4,Papua New Guinea,Wewak Harbor,Cargo,7
2009,4,Samoa,Apia,Cargo,3
2009,4,Solomon Islands,Honiara,Cargo,14
2009,4,Solomon Islands,Honiara,Fishing,8
2009,4,Solomon Islands,Honiara,Tanker,2
2009,4,Solomon Islands,Port Noro,Cargo,3
2009,4,Tonga,Nuku Alofa,Cargo,3
2009,4,Tonga,Nuku Alofa,Passenger,1
2009,4,Vanuatu,Luganville,Cargo,3
2009,4,Vanuatu,Luganville,Passenger,2
2009,4,Vanuatu,Port Vila,Cargo,3
2009,4,Vanuatu,Port Vila,Fishing,2
2009,4,Vanuatu,Port Vila,Passenger,6
2009,4,Vanuatu,Port Vila,Tanker,1
2009,5,Fiji,Lautoka Harbor,Cargo,12
2009,5,Fiji,Lautoka Harbor,Tanker,8
2009,5,Fiji,Malai,Tanker,1
2009,5,Fiji,Port of Savusavu Bay,Cargo,5
2009,5,Fiji,Suva Harbor,Cargo,34
2009,5,Fiji,Suva Harbor,Passenger,2
2009,5,Fiji,Suva Harbor,Tanker,3
2009,5,Kiribati,Tarawa Atoll,Cargo,1
2009,5,Kiribati,Tarawa Atoll,Tanker,1
2009,5,Marshall Islands,Ebeye,Cargo,2
2009,5,Marshall Islands,Kwajalein,Cargo,2
2009,5,Marshall Islands,Majuro Atoll,Cargo,1
2009,5,Marshall Islands,Majuro Atoll,Fishing,3
2009,5,Marshall Islands,Majuro Atoll,Tanker,1
2009,5,Micronesia,Moen,Cargo,1
2009,5,Micronesia,Pornpei Harbor,Cargo,2
2009,5,Nauru,Nauru,Cargo,3
2009,5,Nauru,Nauru,Tanker,1
2009,5,Palau,Malakal Harbor,Cargo,1
2009,5,Papua New Guinea,Alotoa,Cargo,7
2009,5,Papua New Guinea,Buka,Cargo,1
2009,5,Papua New Guinea,Daru,Cargo,3
2009,5,Papua New Guinea,Kavieng Harbor,Cargo,2
2009,5,Papua New Guinea,Kieta,Cargo,1
2009,5,Papua New Guinea,Kimbe,Cargo,5
2009,5,Papua New Guinea,Kimbe,Tanker,4
2009,5,Papua New Guinea,Lae,Cargo,36
2009,5,Papua New Guinea,Lae,Tanker,3
2009,5,Papua New Guinea,Madang,Cargo,14
2009,5,Papua New Guinea,Madang,Tanker,1
2009,5,Papua New Guinea,Oro Bay,Cargo,5
2009,5,Papua New Guinea,Oro Bay,Tanker,1
2009,5,Papua New Guinea,Port Moresby,Cargo,31
2009,5,Papua New Guinea,Port Moresby,Tanker,7
2009,5,Papua New Guinea,Put Put,Cargo,3
2009,5,Papua New Guinea,Put Put,Tanker,1
2009,5,Papua New Guinea,Rabaul,Cargo,13
2009,5,Papua New Guinea,Rabaul,Tanker,1
2009,5,Papua New Guinea,Vanimo,Cargo,4
2009,5,Papua New Guinea,Wewak Harbor,Cargo,7
2009,5,Samoa,Apia,Cargo,8
2009,5,Samoa,Apia,Passenger,2
2009,5,Samoa,Apia,Tanker,1
2009,5,Solomon Islands,Honiara,Cargo,20
2009,5,Solomon Islands,Honiara,Fishing,4
2009,5,Solomon Islands,Honiara,Tanker,2
2009,5,Solomon Islands,Port Noro,Cargo,7
2009,5,Tonga,Neiafu,Cargo,1
2009,5,Tonga,Nuku Alofa,Cargo,8
2009,5,Tonga,Nuku Alofa,Tanker,1
2009,5,Tuvalu,Funafuti Atoll,Cargo,1
2009,5,Vanuatu,Luganville,Cargo,5
2009,5,Vanuatu,Luganville,Tanker,1
2009,5,Vanuatu,Port Vila,Cargo,6
2009,5,Vanuatu,Port Vila,Passenger,3
2009,6,Fiji,Lautoka Harbor,Cargo,9
2009,6,Fiji,Lautoka Harbor,Tanker,7
2009,6,Fiji,Levuka,Tanker,1
2009,6,Fiji,Malai,Tanker,1
2009,6,Fiji,Port of Savusavu Bay,Cargo,7
2009,6,Fiji,Suva Harbor,Cargo,22
2009,6,Fiji,Suva Harbor,Passenger,2
2009,6,Fiji,Suva Harbor,Tanker,3
2009,6,Kiribati,Kiribati,Cargo,2
2009,6,Kiribati,Tarawa Atoll,Cargo,1
2009,6,Kiribati,Tarawa Atoll,Tanker,1
2009,6,Marshall Islands,Ebeye,Cargo,2
2009,6,Marshall Islands,Kwajalein,Cargo,2
2009,6,Marshall Islands,Majuro Atoll,Cargo,4
2009,6,Marshall Islands,Majuro Atoll,Fishing,3
2009,6,Marshall Islands,Majuro Atoll,Tanker,1
2009,6,Micronesia,Colonia,Passenger,2
2009,6,Micronesia,Colonia,Tanker,1
2009,6,Micronesia,Moen,Tanker,1
2009,6,Micronesia,Pornpei Harbor,Cargo,4
2009,6,Micronesia,Pornpei Harbor,Fishing,2
2009,6,Micronesia,Pornpei Harbor,Tanker,1
2009,6,Nauru,Nauru,Cargo,1
2009,6,Palau,Malakal Harbor,Cargo,1
2009,6,Palau,Malakal Harbor,Tanker,1
2009,6,Papua New Guinea,Alotoa,Cargo,9
2009,6,Papua New Guinea,Alotoa,Tanker,1
2009,6,Papua New Guinea,Buka,Cargo,3
2009,6,Papua New Guinea,Daru,Cargo,2
2009,6,Papua New Guinea,Kavieng Harbor,Cargo,3
2009,6,Papua New Guinea,Kieta,Cargo,4
2009,6,Papua New Guinea,Kimbe,Cargo,8
2009,6,Papua New Guinea,Kimbe,Tanker,2
2009,6,Papua New Guinea,Lae,Cargo,39
2009,6,Papua New Guinea,Lae,Tanker,3
2009,6,Papua New Guinea,Madang,Cargo,11
2009,6,Papua New Guinea,Madang,Tanker,1
2009,6,Papua New Guinea,Oro Bay,Cargo,3
2009,6,Papua New Guinea,Oro Bay,Tanker,1
2009,6,Papua New Guinea,Port Moresby,Cargo,35
2009,6,Papua New Guinea,Port Moresby,Tanker,5
2009,6,Papua New Guinea,Put Put,Cargo,3
2009,6,Papua New Guinea,Rabaul,Cargo,8
2009,6,Papua New Guinea,Vanimo,Cargo,2
2009,6,Papua New Guinea,Wewak Harbor,Cargo,4
2009,6,Samoa,Apia,Cargo,6
2009,6,Samoa,Apia,Passenger,2
2009,6,Samoa,Apia,Tanker,1
2009,6,Solomon Islands,Honiara,Cargo,12
2009,6,Solomon Islands,Honiara,Fishing,2
2009,6,Solomon Islands,Honiara,Tanker,1
2009,6,Solomon Islands,Port Noro,Cargo,5
2009,6,Tonga,Nuku Alofa,Cargo,5
2009,6,Tuvalu,Funafuti Atoll,Cargo,1
2009,6,Vanuatu,Luganville,Cargo,1
2009,6,Vanuatu,Port Vila,Cargo,1
2009,6,Vanuatu,Port Vila,Passenger,1
2009,6,Vanuatu,Port Vila,Tanker,1
2009,7,Fiji,Lautoka Harbor,Cargo,10
2009,7,Fiji,Lautoka Harbor,Tanker,4
2009,7,Fiji,Malai,Cargo,1
2009,7,Fiji,Malai,Tanker,1
2009,7,Fiji,Port of Savusavu Bay,Cargo,8
2009,7,Fiji,Suva Harbor,Cargo,29
2009,7,Fiji,Suva Harbor,Fishing,1
2009,7,Fiji,Suva Harbor,Tanker,4
2009,7,Kiribati,Kiribati,Cargo,2
2009,7,Kiribati,Kiribati,Tanker,1
2009,7,Kiribati,Tarawa Atoll,Cargo,3
2009,7,Kiribati,Tarawa Atoll,Tanker,1
2009,7,Marshall Islands,Ebeye,Cargo,1
2009,7,Marshall Islands,Majuro Atoll,Cargo,5
2009,7,Marshall Islands,Majuro Atoll,Fishing,4
2009,7,Marshall Islands,Majuro Atoll,Tanker,1
2009,7,Micronesia,Colonia,Cargo,1
2009,7,Micronesia,Colonia,Passenger,1
2009,7,Micronesia,Colonia,Tanker,1
2009,7,Micronesia,Moen,Tanker,2
2009,7,Micronesia,Pornpei Harbor,Cargo,3
2009,7,Micronesia,Pornpei Harbor,Fishing,2
2009,7,Micronesia,Pornpei Harbor,Tanker,2
2009,7,Nauru,Nauru,Cargo,2
2009,7,Papua New Guinea,Alotoa,Cargo,6
2009,7,Papua New Guinea,Buka,Cargo,2
2009,7,Papua New Guinea,Daru,Cargo,2
2009,7,Papua New Guinea,Kavieng Harbor,Cargo,3
2009,7,Papua New Guinea,Kavieng Harbor,Tanker,1
2009,7,Papua New Guinea,Kieta,Cargo,1
2009,7,Papua New Guinea,Kimbe,Cargo,7
2009,7,Papua New Guinea,Lae,Cargo,38
2009,7,Papua New Guinea,Lae,Tanker,2
2009,7,Papua New Guinea,Madang,Cargo,9
2009,7,Papua New Guinea,Madang,Tanker,2
2009,7,Papua New Guinea,Oro Bay,Cargo,3
2009,7,Papua New Guinea,Oro Bay,Tanker,1
2009,7,Papua New Guinea,Port Moresby,Cargo,33
2009,7,Papua New Guinea,Port Moresby,Tanker,5
2009,7,Papua New Guinea,Put Put,Cargo,4
2009,7,Papua New Guinea,Put Put,Tanker,2
2009,7,Papua New Guinea,Rabaul,Cargo,9
2009,7,Papua New Guinea,Rabaul,Tanker,2
2009,7,Papua New Guinea,Vanimo,Cargo,4
2009,7,Papua New Guinea,Wewak Harbor,Cargo,5
2009,7,Samoa,Apia,Cargo,7
2009,7,Solomon Islands,Honiara,Cargo,16
2009,7,Solomon Islands,Honiara,Fishing,2
2009,7,Solomon Islands,Honiara,Tanker,3
2009,7,Solomon Islands,Port Noro,Cargo,5
2009,7,Tonga,Neiafu,Cargo,1
2009,7,Tonga,Nuku Alofa,Cargo,7
2009,7,Tonga,Nuku Alofa,Tanker,1
2009,7,Tuvalu,Funafuti Atoll,Cargo,2
2009,7,Tuvalu,Funafuti Atoll,Fishing,2
2009,7,Vanuatu,Luganville,Cargo,1
2009,7,Vanuatu,Port Vila,Cargo,6
2009,7,Vanuatu,Port Vila,Passenger,3
2009,8,Fiji,Lautoka Harbor,Cargo,9
2009,8,Fiji,Lautoka Harbor,Tanker,6
2009,8,Fiji,Malai,Tanker,2
2009,8,Fiji,Suva Harbor,Cargo,22
2009,8,Fiji,Suva Harbor,Tanker,3
2009,8,Kiribati,Kiribati,Cargo,1
2009,8,Kiribati,Kiribati,Fishing,1
2009,8,Kiribati,Tarawa Atoll,Cargo,1
2009,8,Kiribati,Tarawa Atoll,Tanker,1
2009,8,Marshall Islands,Ebeye,Cargo,2
2009,8,Marshall Islands,Kwajalein,Cargo,1
2009,8,Marshall Islands,Majuro Atoll,Cargo,3
2009,8,Marshall Islands,Majuro Atoll,Fishing,2
2009,8,Marshall Islands,Majuro Atoll,Tanker,1
2009,8,Micronesia,Colonia,Passenger,1
2009,8,Micronesia,Colonia,Tanker,1
2009,8,Micronesia,Lele Harbor,Tanker,1
2009,8,Micronesia,Moen,Tanker,1
2009,8,Micronesia,Pornpei Harbor,Cargo,6
2009,8,Micronesia,Pornpei Harbor,Fishing,2
2009,8,Micronesia,Pornpei Harbor,Tanker,1
2009,8,Nauru,Nauru,Cargo,2
2009,8,Nauru,Nauru,Tanker,1
2009,8,Palau,Malakal Harbor,Cargo,1
2009,8,Palau,Malakal Harbor,Tanker,1
2009,8,Papua New Guinea,Alotoa,Cargo,5
2009,8,Papua New Guinea,Alotoa,Tanker,3
2009,8,Papua New Guinea,Buka,Cargo,2
2009,8,Papua New Guinea,Daru,Cargo,2
2009,8,Papua New Guinea,Kavieng Harbor,Cargo,3
2009,8,Papua New Guinea,Kieta,Cargo,2
2009,8,Papua New Guinea,Kimbe,Cargo,5
2009,8,Papua New Guinea,Kimbe,Tanker,5
2009,8,Papua New Guinea,Lae,Cargo,33
2009,8,Papua New Guinea,Lae,Tanker,1
2009,8,Papua New Guinea,Madang,Cargo,5
2009,8,Papua New Guinea,Madang,Tanker,2
2009,8,Papua New Guinea,Oro Bay,Cargo,4
2009,8,Papua New Guinea,Oro Bay,Tanker,1
2009,8,Papua New Guinea,Port Moresby,Cargo,34
2009,8,Papua New Guinea,Port Moresby,Tanker,8
2009,8,Papua New Guinea,Put Put,Cargo,4
2009,8,Papua New Guinea,Rabaul,Cargo,7
2009,8,Papua New Guinea,Rabaul,Tanker,1
2009,8,Papua New Guinea,Vanimo,Cargo,6
2009,8,Papua New Guinea,Wewak Harbor,Cargo,5
2009,8,Samoa,Apia,Cargo,5
2009,8,Samoa,Apia,Tanker,2
2009,8,Solomon Islands,Honiara,Cargo,16
2009,8,Solomon Islands,Honiara,Tanker,1
2009,8,Solomon Islands,Port Noro,Cargo,1
2009,8,Tonga,Nuku Alofa,Cargo,3
2009,8,Tuvalu,Funafuti Atoll,Cargo,1
2009,8,Tuvalu,Funafuti Atoll,Fishing,1
2009,8,Vanuatu,Luganville,Cargo,1
2009,8,Vanuatu,Port Vila,Cargo,3
2009,8,Vanuatu,Port Vila,Passenger,1
2009,9,Fiji,Lautoka Harbor,Cargo,7
2009,9,Fiji,Lautoka Harbor,Tanker,6
2009,9,Fiji,Malai,Cargo,1
2009,9,Fiji,Malai,Tanker,1
2009,9,Fiji,Port of Savusavu Bay,Cargo,4
2009,9,Fiji,Suva Harbor,Cargo,23
2009,9,Fiji,Suva Harbor,Tanker,5
2009,9,Kiribati,Kiribati,Cargo,2
2009,9,Kiribati,Kiribati,Fishing,2
2009,9,Kiribati,Tarawa Atoll,Cargo,4
2009,9,Kiribati,Tarawa Atoll,Tanker,1
2009,9,Marshall Islands,Majuro Atoll,Cargo,3
2009,9,Marshall Islands,Majuro Atoll,Fishing,5
2009,9,Marshall Islands,Majuro Atoll,Tanker,1
2009,9,Micronesia,Colonia,Cargo,1
2009,9,Micronesia,Colonia,Passenger,1
2009,9,Micronesia,Lele Harbor,Tanker,1
2009,9,Micronesia,Moen,Tanker,1
2009,9,Micronesia,Pornpei Harbor,Cargo,3
2009,9,Micronesia,Pornpei Harbor,Fishing,5
2009,9,Micronesia,Pornpei Harbor,Tanker,1
2009,9,Nauru,Nauru,Cargo,2
2009,9,Palau,Malakal Harbor,Cargo,2
2009,9,Palau,Malakal Harbor,Tanker,1
2009,9,Papua New Guinea,Alotoa,Cargo,4
2009,9,Papua New Guinea,Buka,Cargo,1
2009,9,Papua New Guinea,Kavieng Harbor,Cargo,4
2009,9,Papua New Guinea,Kieta,Cargo,1
2009,9,Papua New Guinea,Kimbe,Cargo,4
2009,9,Papua New Guinea,Kimbe,Tanker,1
2009,9,Papua New Guinea,Lae,Cargo,28
2009,9,Papua New Guinea,Lae,Tanker,1
2009,9,Papua New Guinea,Madang,Cargo,10
2009,9,Papua New Guinea,Madang,Tanker,2
2009,9,Papua New Guinea,Oro Bay,Cargo,3
2009,9,Papua New Guinea,Port Moresby,Cargo,25
2009,9,Papua New Guinea,Port Moresby,Tanker,6
2009,9,Papua New Guinea,Put Put,Cargo,6
2009,9,Papua New Guinea,Put Put,Tanker,1
2009,9,Papua New Guinea,Rabaul,Cargo,10
2009,9,Papua New Guinea,Rabaul,Tanker,1
2009,9,Papua New Guinea,Vanimo,Cargo,3
2009,9,Papua New Guinea,Wewak Harbor,Cargo,2
2009,9,Papua New Guinea,Wewak Harbor,Fishing,1
2009,9,Samoa,Apia,Cargo,4
2009,9,Solomon Islands,Honiara,Cargo,12
2009,9,Solomon Islands,Mbulo,Cargo,1
2009,9,Solomon Islands,Ndora,Cargo,1
2009,9,Solomon Islands,Port Noro,Cargo,3
2009,9,Tonga,Neiafu,Fishing,2
2009,9,Tonga,Nuku Alofa,Cargo,4
2009,9,Tuvalu,Funafuti Atoll,Cargo,3
2009,9,Tuvalu,Funafuti Atoll,Fishing,2
2009,9,Vanuatu,Luganville,Cargo,1
2009,9,Vanuatu,Port Vila,Cargo,4
2009,9,Vanuatu,Port Vila,Passenger,2
2009,9,Vanuatu,Port Vila,Tanker,1
2009,10,Fiji,Lautoka Harbor,Cargo,10
